Tableau 1
Id;011EC_Lot;012EC_Ouvrage;013EC_Localisation;014EC_Mode Constructif;Nom;Hauteur;Epaisseur;AI;AS;Sols en intersection;Sols coupés (u);Sols coupés (Ids);Sols coupants (u);Sols coupants (Ids);Sol au-dessus;Sol en-dessous;Fenêtres;Portes;Ouvertures;Murs imbriqués;Mur multicouche;Mur empilé;Profil modifié;Image;Catégorie;Section;Type prédéfini d'IFC;Exporter au format IFC sous;Exporter au format IFC;IfcGUID;Variantes;Extension inférieure;Extension supérieure;Volume;Surface;Phase de démolition;Phase de création;Commentaires;Longueur;Famille et type;Famille;Type;Nom de la famille;Nom du type;ID du type;Lié au volume;Structure;Identifiant;Ligne de justification;Utilisation structurelle;Partie inférieure attachée;Partie supérieure attachée;Décalage supérieur;Décalage inférieur;Contrainte inférieure;Hauteur non contrainte;Contrainte supérieure;Limite de pièce;Visible dans les nomenclatures;Légende détails;O - Finition;O - Teinte;Composition;IdGtcParameter;IdGtcParameterCreationTime;EIF_STR - Impact;Image du type;Note d'identification;Type: Type prédéfini d'IFC;Exporter le type au format IFC sous;Exporter le type au format IFC;Type IfcGUID;Modèle;Fabricant;Commentaires du type;URL;Description;Matériau structurel;Rugosité;Coefficient d'absorbance;Masse thermique;Résistance thermique (R);Coefficient de transfert thermique (U);Description de l'assemblage;Code d'assemblage;Retournement aux insertions;Retournement aux extrémités;Couleur vue détail faible;Motif vue détail faible;Marque de type;Protection contre l'incendie;Coût;Fonction;Largeur;T - Teinte;T - Finition;T - Accessoire;Finition;Teinte;Reférence;A une association;Enrobage d'armature - Autres faces;Enrobage d'armature - Face intérieure;Enrobage d'armature - Face extérieure
638724;;;;;EIF_STR - Mur ep. 20;2,55;0,2;3,17999999999977;5,72999999999977;0;0;;0;;True;True;0;1;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNy$;-1;0;0;2,76120000000016;13,8060000000008;Aucun(e);Nouvelle construction;;6,18000000000031;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;C_R+1;2,55;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638725;;;;;EIF_STR - Mur ep. 20;2,55;0,2;3,17999999999977;5,72999999999977;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNy_;-1;0;0;0,145569293897361;0,727846469486805;Aucun(e);Nouvelle construction;;0,48542998803404;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;C_R+1;2,55;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638727;;;;;EIF_STR - Mur ep. 20;2,75;0,2;3,17999999999977;5,92999999999977;0;0;;0;;False;False;2;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyy;-1;0;0;2,44249999999985;12,2124999999993;Aucun(e);Nouvelle construction;;5,54999999999973;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,05;-0,05;C_R+1;2,75;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638728;;;;;EIF_STR - Mur ep. 20;2,8;0,2;3,17999999999977;5,97999999999977;0;0;;0;;False;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyp;-1;0;0;0,672000000000192;3,36000000000097;Aucun(e);Nouvelle construction;;1,20000000000035;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;-0,05;C_R+1;2,8;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638729;;;;;EIF_STR - Mur ep. 20;2,80143704276577;0,2;3,178562957234;5,97999999999977;0;0;;3;640864,698564,876754;False;True;1;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyo;-1;0;0;1,8368000068465;9,18400003423262;Aucun(e);Nouvelle construction;;4,78000001222593;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;-0,0514370427657714;C_R+1;2,80143704276577;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638730;;;;;EIF_STR - Mur ep. 20;2,79999999999972;0,2;3,18000000000004;5,97999999999977;0;0;;0;;False;False;1;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyn;-1;0;0;0,739199993153446;3,69599996576724;Aucun(e);Nouvelle construction;;2,06999998777422;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;-0,0499999999997244;C_R+1;2,79999999999972;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638731;;;;;EIF_STR - Mur ep. 20;2,79999999999973;0,2;3,18000000000004;5,97999999999977;0;0;;0;;False;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNym;-1;0;0;0,672000000000468;3,36000000000234;Aucun(e);Nouvelle construction;;1,20000000000095;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;-0,0499999999997309;C_R+1;2,79999999999973;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638732;;;;;EIF_STR - Mur ep. 20;2,80000000000292;0,2;3,17999999999685;5,97999999999977;0;0;;0;;False;True;1;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyt;-1;0;0;1,05280000684892;5,26400003424462;Aucun(e);Nouvelle construction;;3,5800000122267;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;-0,0500000000029189;C_R+1;2,80000000000292;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638733;;;;;EIF_STR - Mur ep. 20;2,79999999999973;0,2;3,18000000000004;5,97999999999977;0;0;;0;;False;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNys;-1;0;0;0,784000000000456;3,92000000000229;Aucun(e);Nouvelle construction;;1,20000000000095;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;-0,0499999999997309;C_R+1;2,79999999999973;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638734;;;;;EIF_STR - Mur ep. 20;2,75;0,2;3,17999999999977;5,92999999999977;0;0;;0;;False;False;5;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyr;-1;0;0;4,96799999999992;24,8399999999996;Aucun(e);Nouvelle construction;;14,1599999999999;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,05;-0,05;C_R+1;2,75;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638735;;;;;EIF_STR - Mur ep. 20;2,75299753834262;0,2;3,17767517281078;5,9306727111534;1;0;;0;;False;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyq;-1;0;0;1,10119901533589;5,50599507667949;Aucun(e);Nouvelle construction;;1,9999999999979;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,0493272888463697;-0,0523248271889875;C_R+1;2,75299753834262;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638736;;;;;EIF_STR - Mur ep. 20;2,75;0,2;3,17999999999977;5,92999999999977;0;0;;0;;False;True;1;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyh;-1;0;0;0,570000000000127;2,85000000000064;Aucun(e);Nouvelle construction;;1,80000000000023;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,05;-0,05;C_R+1;2,75;Jusqu'au niveau: C_R+2;1;0;;Peinture murale;Vert Citronnier RAL 6021;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638737;;;;;EIF_STR - Mur ep. 20;2,80000000000292;0,2;3,17999999999685;5,97999999999977;0;0;;0;;False;True;1;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfNyg;-1;0;0;2,78464116429907;13,9232058214953;Aucun(e);Nouvelle construction;;5,82971636481368;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;-0,0500000000029188;C_R+1;2,80000000000292;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638862;;;;;EIF_STR - Mur ep. 20;2,75000000000041;0,2;3,17999999999977;5,93000000000018;1;0;;0;;False;False;0;1;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfN_r;-1;0;0;1,17140000000023;5,85700000000115;Aucun(e);Nouvelle construction;;3,03999999999996;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,0499999999995863;-0,05;C_R+1;2,75000000000041;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638864;;;;;EIF_STR - Mur ep. 20;2,55;0,2;3,17999999999977;5,72999999999977;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfN_h;-1;0;0;3,93443070921994;19,6721535460998;Aucun(e);Nouvelle construction;;7,91457001807833;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,25;-0,05;C_R+1;2,55;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638865;;;;;EIF_STR - Mur ep. 20;2,55;0,2;3,17999999999977;5,72999999999977;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfN_g;-1;0;0;4,18200000311706;20,9100000155854;Aucun(e);Nouvelle construction;;8,40000000611182;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,25;-0,05;C_R+1;2,55;Jusqu'au niveau: C_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
638995;;;;;EIF_STR - Mur ep. 20;2,59999999999737;0,2;0,349999999999752;2,94999999999712;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0e;-1;0;0;2,62080000258647;13,1040000129323;Aucun(e);Nouvelle construction;;5,02000000497907;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,280000000002644;-0,13;C_RDC;2,59999999999737;Jusqu'au niveau: C_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639007;;;;;EIF_STR - Mur ep. 20;2,63000000000031;0,2;0,349999999999459;2,97999999999977;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0a;-1;0;0;2,54584000261929;12,7292000130965;Aucun(e);Nouvelle construction;;5,02000000497903;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,130000000000293;C_RDC;2,63000000000031;Jusqu'au niveau: C_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639008;;;;;EIF_STR - Mur ep. 20;2,60000000000031;0,2;0,349999999999459;2,94999999999977;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0R;-1;0;0;1,23240000000012;6,16200000000063;Aucun(e);Nouvelle construction;;2,56999999999996;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,28;-0,130000000000293;C_RDC;2,60000000000031;Jusqu'au niveau: C_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639016;;;;;EIF_STR - Mur ep. 16;2,8299999999993;0,16;0,170000000000457;2,99999999999976;0;0;;0;;False;True;1;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0J;-1;0;0;0,300031999999848;1,87519999999899;Aucun(e);Nouvelle construction;Voile ép=16;1,6;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,05;-0,13;A&B_RDC;2,83;Jusqu'au niveau: A&B_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
639018;;;;;EIF_STR - Mur ep. 20;2,54999999999961;0,2;3,00000000000015;5,54999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0H;-1;0;0;2,68770000003816;13,4385000001906;Aucun(e);Nouvelle construction;;5,25000000007553;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;0;0;0;0;-0,25;-0,05;A&B_R+1;2,55;Jusqu'au niveau: A&B_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639029;;;;;EIF_STR - Mur ep. 20;2,63000000000031;0,2;0,349999999999459;2,97999999999977;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0E;-1;0;0;2,29336000000027;11,4668000000014;Aucun(e);Nouvelle construction;;4,56000000000001;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,25;-0,130000000000293;C_RDC;2,63000000000031;Jusqu'au niveau: C_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639030;;;;;EIF_STR - Mur ep. 20;2,55000000000002;0,2;0,429999999999752;2,97999999999977;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0D;-1;0;0;0,305999999999896;1,52999999999949;Aucun(e);Nouvelle construction;;0,399999999999792;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;C_RDC;2,55000000000002;Jusqu'au niveau: C_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639031;;;;;EIF_STR - Mur ep. 20;2,60000000000448;0,2;0,169999999995274;2,76999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG0C;-1;0;0;1,78360000000303;8,91800000001497;Aucun(e);Nouvelle construction;;3,52999999999984;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,28;-0,130000000005183;A&B_RDC;2,60000000000518;Jusqu'au niveau: A&B_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639032;;;;;EIF_STR - Mur ep. 20;2,63000000000448;0,2;0,169999999995274;2,79999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG03;-1;0;0;1,20971044794015;6,04855223970067;Aucun(e);Nouvelle construction;;2,29982974893169;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;1;0;0;0;-0,25;-0,130000000005183;A&B_RDC;2,63000000000518;Jusqu'au niveau: A&B_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639033;;;;;EIF_STR - Mur ep. 20;2,63000000000448;0,2;0,169999999995274;2,79999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG02;-1;0;0;0,715360069401943;3,57680034700966;Aucun(e);Nouvelle construction;;1,56000013194053;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;1;0;0;0;-0,25;-0,130000000005183;A&B_RDC;2,63000000000518;Jusqu'au niveau: A&B_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639034;;;;;EIF_STR - Mur ep. 20;2,59908380795423;0,2;0,170916192045522;2,76999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG01;-1;0;0;1,1954900523;5,97745026149982;Aucun(e);Nouvelle construction;;2,29982974893169;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,28;-0,129083807954935;A&B_RDC;2,59908380795493;Jusqu'au niveau: A&B_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639049;;;;;EIF_STR - Mur ep. 20;2,63000000000031;0,2;0,349999999999459;2,97999999999977;0;0;;0;;True;True;0;1;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG1o;-1;0;0;2,07634000059682;10,3817000029841;Aucun(e);Nouvelle construction;;4,89000000113409;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;PV;2;0;0;0;-0,25;-0,130000000000293;C_RDC;2,63000000000031;Jusqu'au niveau: C_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639118;;;;;EIF_STR - Mur ep. 18;2,54999999999961;0,18;3,00000000000015;5,54999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG2r;-1;0;0;0,73898999999978;4,10549999999877;Aucun(e);Nouvelle construction;;1,78999999999977;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+1;2,55;Jusqu'au niveau: A&B_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
639119;;;;;EIF_STR - Mur ep. 18;2,49999999999969;0,18;3,05000000000015;5,54999999999983;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG2q;-1;0;0;0,260999999999892;1,44999999999947;Aucun(e);Nouvelle construction;;0,389999999999974;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;0;A&B_R+1;2,5;Jusqu'au niveau: A&B_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
639120;;;;;EIF_STR - Mur ep. 18;2,49999999999969;0,18;3,05000000000015;5,54999999999983;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG2h;-1;0;0;0,26092338701935;1,4495743723298;Aucun(e);Nouvelle construction;;0,389829748931992;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;0;A&B_R+1;2,5;Jusqu'au niveau: A&B_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
639121;;;;;EIF_STR - Mur ep. 20;2,55;0,2;2,99999999999976;5,54999999999976;0;0;;0;;True;True;0;2;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG2g;-1;0;0;3,18958998463981;15,9479499231988;Aucun(e);Nouvelle construction;;7,20998036203874;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,0500000000003882;A&B_R+1;2,55000000000039;Jusqu'au niveau: A&B_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
639123;;;;;EIF_STR - Mur ep. 18;2,54999999999961;0,18;3,00000000000015;5,54999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG2e;-1;0;0;0,962879999999802;5,35499999999936;Aucun(e);Nouvelle construction;;2,27000000000006;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+1;2,55;Jusqu'au niveau: A&B_R+2;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
639124;;;;;EIF_STR - Mur ep. 20;2,60000000000448;0,2;0,169999999995274;2,76999999999976;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfG2l;-1;0;0;0,972418323280171;4,86209161640071;Aucun(e);Nouvelle construction;;2,05999999891818;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;1;0;0;0;-0,28;-0,130000000005183;A&B_RDC;2,60000000000518;Jusqu'au niveau: A&B_R+1;1;0;;;;;0;0;0;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
